,from,relationship,to
22930,4091,GAME,7701
22931,4091,GAME,35
22932,4091,MAIN_ITEM,7188
22933,4092,FIRST_APPEARANCE,7701
22934,4092,HOMELAND,3766
22935,4092,HOMETOWN,4093
22936,4092,RACE,6818
22937,4093,GAME,7701
22938,4093,GAME,35
22939,4093,LOCATION,104
22940,4093,MAIN_ITEM,7188
22941,4094,FIRST_APPEARANCE,7701
22942,4094,FIRST_APPEARANCE,35
22943,4094,HOMELAND,3766
22944,4094,HOMETOWN,2979
22945,4095,FIRST_APPEARANCE,7701
22946,4095,FIRST_APPEARANCE,35
22947,4095,HOMELAND,3766
22948,4095,HOMETOWN,4096
22949,4095,RACE,6818
22950,4096,GAME,7701
22951,4096,GAME,35
22952,4096,LOCATION,2953
22953,4096,MAIN_ITEM,7188
22954,4097,FIRST_APPEARANCE,7701
22955,4097,HOMELAND,3766
22956,4097,HOMETOWN,4098
22957,4097,RACE,6818
22958,4098,GAME,7701
22959,4098,GAME,35
22960,4098,LOCATION,4392
22961,4098,MAIN_ITEM,7188
22962,4098,MAIN_ITEM,151
22963,4098,MAIN_ITEM,4215
22964,4099,FIRST_APPEARANCE,7701
22965,4099,FIRST_APPEARANCE,35
22966,4099,HOMELAND,3766
22967,4099,HOMETOWN,8662
22968,4099,RACE,8670
22969,4100,FIRST_APPEARANCE,7760
22970,4100,FIRST_APPEARANCE,25
22971,4100,HOMELAND,8541
22972,4100,HOMETOWN,3922
22973,4100,RACE,2993
22974,4101,FIRST_APPEARANCE,7701
22975,4101,HOMELAND,3766
22976,4101,HOMETOWN,4102
22977,4101,RACE,6818
22978,4102,GAME,7701
22979,4102,GAME,35
22980,4102,LOCATION,1936
22981,4102,MAIN_ITEM,7188
22982,4103,FIRST_APPEARANCE,7701
22983,4103,FIRST_APPEARANCE,35
22984,4103,HOMELAND,3766
22985,4103,HOMETOWN,7497
22986,4103,HOMETOWN,3316
22987,4103,KINDRED,1708
22988,4103,KINDRED,5088
22989,4103,KINDRED,7603
22990,4103,RACE,2472
22991,4103,AFFILIATION,3308
22992,4104,FIRST_APPEARANCE,7701
22993,4104,FIRST_APPEARANCE,35
22994,4104,HOMELAND,3766
22995,4104,RACE,3745
22996,4105,FIRST_APPEARANCE,7701
22997,4105,HOMELAND,3766
22998,4105,HOMETOWN,4106
22999,4105,RACE,6818
23000,4106,GAME,7701
23001,4106,GAME,35
23002,4106,LOCATION,104
23003,4106,MAIN_ITEM,7188
23004,4108,FIRST_APPEARANCE,7736
23005,4108,FIRST_APPEARANCE,16
23006,4108,APPEARS_IN,7736
23007,4108,APPEARS_IN,7727
23008,4108,HOMELAND,7604
23009,4109,FIRST_APPEARANCE,7782
23010,4109,FIRST_APPEARANCE,23
23011,4109,LOCATION,1864
23012,4109,LOCATION,5487
23013,4109,LOCATION,8119
23014,4109,EFFECTIVE_WEAPON,7464
23015,4110,FIRST_APPEARANCE,7736
23016,4110,FIRST_APPEARANCE,16
23017,4110,APPEARANCES,7736
23018,4110,APPEARANCES,7727
23019,4110,APPEARANCES,7789
23020,4110,APPEARANCES,3801
23021,4110,APPEARANCES,3802
23022,4110,POWER,4108
23023,4110,POWER,4946
23024,4111,APPEARS_IN,7736
23025,4111,APPEARS_IN,16
23026,4111,HOMELAND,3766
23027,4111,RACE,3745
23028,4111,AFFILIATION,3812
23029,4112,FIRST_APPEARANCE,7727
23030,4112,FIRST_APPEARANCE,18
23031,4112,LOCATION,5102
23032,4112,LOCATION,5304
23033,4112,LOCATION,5482
23034,4112,OBJECTIVE,4108
23035,4112,PRIZE,5801
23036,4112,PROPRIETOR,4108
23037,4113,FIRST_APPEARANCE,7701
23038,4113,HOMELAND,3766
23039,4113,HOMETOWN,4114
23040,4113,RACE,6818
23041,4114,GAME,7701
23042,4114,GAME,35
23043,4114,LOCATION,4392
23044,4115,FIRST_APPEARANCE,7701
23045,4115,HOMELAND,3766
23046,4115,HOMETOWN,4116
23047,4115,RACE,6818
23048,4116,GAME,7701
23049,4116,GAME,35
23050,4116,LOCATION,2962
23051,4116,MAIN_ITEM,7188
23052,4117,FIRST_APPEARANCE,7701
23053,4117,FIRST_APPEARANCE,35
23054,4117,COUNTRY,3766
23055,4117,REGION,2510
23056,4118,FIRST_APPEARANCE,7689
23057,4118,FIRST_APPEARANCE,31
23058,4118,LOCATION,3834
23059,4118,ATTACK_METHOD,626
23060,4118,EFFECTIVE_WEAPON,2599
23061,4119,FIRST_APPEARANCE,7782
23062,4119,FIRST_APPEARANCE,23
23063,4119,HOMELAND,3766
23064,4119,HOMETOWN,3797
23065,4119,RACE,3745
23066,4124,FIRST_APPEARANCE,7673
23067,4124,FIRST_APPEARANCE,5
23068,4124,APPEARANCES,7673
23069,4124,APPEARANCES,7694
23070,4124,APPEARANCES,7720
23071,4124,APPEARANCES,7736
23072,4124,APPEARANCES,7727
23073,4124,APPEARANCES,7747
23074,4124,APPEARANCES,7753
23075,4124,APPEARANCES,7709
23076,4124,APPEARANCES,7789
23077,4124,APPEARANCES,7712
23078,4124,APPEARANCES,7782
23079,4124,APPEARANCES,7798
23080,4124,APPEARANCES,7760
23081,4124,APPEARANCES,7776
23082,4124,APPEARANCES,7767
23083,4124,APPEARANCES,7795
23084,4124,APPEARANCES,7701
23085,4124,LOCATION,2220
23086,4124,EFFECTIVE_WEAPON,7464
23087,4124,EFFECTIVE_WEAPON,271
23088,4124,EFFECTIVE_WEAPON,676
23089,4124,EFFECTIVE_WEAPON,3684
23090,4124,EFFECTIVE_WEAPON,8431
23091,4124,SPOILS,5226
23092,4124,SPOILS,3089
23093,4124,SPOILS,4127
23094,4124,SPOILS,4125
23095,4125,FIRST_APPEARANCE,7701
23096,4125,FIRST_APPEARANCE,35
23097,4125,FOUND,4124
23098,4125,USE,1693
23099,4126,FIRST_APPEARANCE,7712
23100,4126,FIRST_APPEARANCE,22
23101,4126,LOCATION,7851
23102,4126,LOCATION,4680
23103,4126,WEAPON,4550
23104,4126,EFFECTIVE_WEAPON,7464
23105,4127,FIRST_APPEARANCE,7795
23106,4127,FIRST_APPEARANCE,33
23107,4127,APPEARANCES,7795
23108,4127,APPEARANCES,7701
23109,4127,FOUND,8309
23110,4127,FOUND,4124
23111,4127,USE,5917
23112,4128,FIRST_APPEARANCE,7767
23113,4128,FIRST_APPEARANCE,29
23114,4128,HOMELAND,7845
23115,4128,HOMETOWN,6984
23116,4128,RACE,3745
23117,4129,FIRST_APPEARANCE,7727
23118,4129,FIRST_APPEARANCE,18
23119,4129,HOMELAND,7604
23120,4129,HOMETOWN,3859
23121,4129,RACE,7242
23122,4129,AFFILIATION,3860
23123,4130,FIRST_APPEARANCE,7701
23124,4130,HOMELAND,3766
23125,4130,HOMETOWN,4131
23126,4130,RACE,6818
23127,4131,GAME,7701
23128,4131,GAME,35
23129,4131,LOCATION,3342
23130,4131,MAIN_ITEM,1760
23131,4131,MAIN_ITEM,7188
23132,4132,FIRST_APPEARANCE,7701
23133,4132,HOMELAND,3766
23134,4132,HOMETOWN,4133
23135,4132,RACE,6818
23136,4133,GAME,7701
23137,4133,GAME,35
23138,4133,LOCATION,2956
23139,4134,FIRST_APPEARANCE,7701
23140,4134,HOMELAND,3766
23141,4134,HOMETOWN,4135
23142,4134,RACE,6818
23143,4135,GAME,7701
23144,4135,GAME,35
23145,4135,LOCATION,2962
23146,4135,MAIN_ITEM,7188
23147,4135,MINI_BOSS,3412
23148,4136,FIRST_APPEARANCE,7701
23149,4136,HOMELAND,3766
23150,4136,HOMETOWN,4137
23151,4136,RACE,6818
23152,4137,GAME,7701
23153,4137,GAME,35
23154,4137,LOCATION,2956
23155,4137,MAIN_ITEM,7188
23156,4138,FIRST_APPEARANCE,7701
23157,4138,FIRST_APPEARANCE,35
23158,4138,HOMELAND,3766
23159,4138,HOMETOWN,7496
23160,4138,RACE,3745
23161,4139,FIRST_APPEARANCE,7701
23162,4139,HOMELAND,3766
23163,4139,HOMETOWN,4140
23164,4139,RACE,6818
23165,4140,GAME,7701
23166,4140,GAME,35
23167,4140,LOCATION,3333
23168,4140,LOCATION,4280
23169,4140,MAIN_ITEM,7188
23170,4141,FIRST_APPEARANCE,7701
23171,4141,HOMELAND,3766
23172,4141,HOMETOWN,4142
23173,4141,RACE,6818
23174,4142,GAME,7701
23175,4142,GAME,35
23176,4142,LOCATION,7905
23177,4142,MAIN_ITEM,7188
23178,4142,MAIN_ITEM,151
23179,4143,FIRST_APPEARANCE,7673
23180,4143,FIRST_APPEARANCE,5
23181,4143,APPEARANCES,7673
23182,4143,APPEARANCES,8636
23183,4143,APPEARANCES,7694
23184,4143,APPEARANCES,7720
23185,4143,APPEARANCES,7736
23186,4143,APPEARANCES,7727
23187,4143,APPEARANCES,7747
23188,4143,APPEARANCES,7753
23189,4143,APPEARANCES,7789
23190,4143,APPEARANCES,7709
23191,4143,APPEARANCES,7782
23192,4143,APPEARANCES,7712
23193,4143,APPEARANCES,7798
23194,4143,APPEARANCES,7760
23195,4143,APPEARANCES,7776
23196,4143,APPEARANCES,7767
23197,4143,APPEARANCES,7689
23198,4143,APPEARANCES,7701
23199,4143,FOUND,2220
23200,4143,FOUND,6882
23201,4144,FIRST_APPEARANCE,7795
23202,4144,FIRST_APPEARANCE,33
23203,4144,ATTACK_METHOD,4143
23204,4144,EFFECTIVE_WEAPON,7464
23205,4145,FIRST_APPEARANCE,7673
23206,4145,FIRST_APPEARANCE,5
23207,4145,APPEARANCES,7673
23208,4145,APPEARANCES,7694
23209,4145,APPEARANCES,7720
23210,4145,APPEARANCES,7747
23211,4145,APPEARANCES,7753
23212,4145,APPEARANCES,7709
23213,4145,APPEARANCES,7712
23214,4145,APPEARANCES,7782
23215,4145,APPEARANCES,7760
23216,4145,APPEARANCES,7776
23217,4145,USE,4550
23218,4146,GAME,7720
23219,4146,GAME,11
23220,4146,LOCATION,8208
23221,4146,MAIN_ITEM,5726
23222,4146,MINI_BOSS,2120
23223,4146,BOSS,7002
23224,4147,FIRST_APPEARANCE,7776
23225,4147,FIRST_APPEARANCE,27
23226,4147,LOCATION,2732
23227,4147,LOCATION,5532
23228,4147,LOCATION,8038
23229,4148,FIRST_APPEARANCE,7798
23230,4148,FIRST_APPEARANCE,24
23231,4148,FOUND,3223
23232,4148,USE,692
23233,4149,FIRST_APPEARANCE,7701
23234,4149,FIRST_APPEARANCE,35
23235,4149,COUNTRY,3766
23236,4150,FIRST_APPEARANCE,7701
23237,4150,FIRST_APPEARANCE,35
23238,4150,HOMELAND,3766
23239,4150,HOMETOWN,8662
23240,4150,RACE,8670
23241,4151,FIRST_APPEARANCE,7701
23242,4151,FIRST_APPEARANCE,35
23243,4151,HOMELAND,3766
23244,4151,HOMETOWN,6274
23245,4151,KINDRED,4088
23246,4151,KINDRED,123
23247,4151,KINDRED,1736
23248,4151,KINDRED,2945
23249,4151,KINDRED,4292
23250,4151,KINDRED,5498
23251,4151,RACE,6268
23252,4152,FIRST_APPEARANCE,7701
23253,4152,FIRST_APPEARANCE,35
23254,4152,HOMELAND,3766
23255,4152,HOMETOWN,2264
23256,4152,RACE,3745
23257,4153,FIRST_APPEARANCE,7694
23258,4153,FIRST_APPEARANCE,10
23259,4153,LOCATION,3830
23260,4153,EFFECTIVE_WEAPON,2599
23261,4153,EFFECTIVE_WEAPON,652
23262,4153,EFFECTIVE_WEAPON,7464
23263,4153,SPOILS,3520
23264,4153,SPOILS,6742
23265,4154,FIRST_APPEARANCE,7701
23266,4154,HOMELAND,3766
23267,4154,HOMETOWN,4155
23268,4154,RACE,6818
23269,4155,GAME,7701
23270,4155,GAME,35
23271,4155,LOCATION,3555
23272,4156,FIRST_APPEARANCE,7701
23273,4156,FIRST_APPEARANCE,35
23274,4156,HOMELAND,3766
23275,4156,HOMETOWN,2264
23276,4156,RACE,3745
23277,4157,FIRST_APPEARANCE,2786
23278,4157,FIRST_APPEARANCE,24
23279,4157,FOUND,3165
23280,4158,FIRST_APPEARANCE,8636
23281,4158,FIRST_APPEARANCE,6
23282,4158,HOMELAND,3766
23283,4158,HOMETOWN,5303
23284,4158,RACE,3745
23285,4159,FIRST_APPEARANCE,7701
23286,4159,HOMELAND,3766
23287,4159,HOMETOWN,4160
23288,4159,RACE,6818
23289,4160,GAME,7701
23290,4160,GAME,35
23291,4160,LOCATION,2962
23292,4161,FIRST_APPEARANCE,7694
23293,4161,FIRST_APPEARANCE,10
23294,4161,APPEARS_IN,7694
23295,4161,APPEARS_IN,7720
23296,4161,HOMELAND,1895
23297,4161,HOMELAND,4244
23298,4161,HOMETOWN,5663
23299,4161,HOMETOWN,4071
23300,4161,RACE,5222
23301,4162,FIRST_APPEARANCE,7767
23302,4162,FIRST_APPEARANCE,29
23303,4162,HOMELAND,2517
23304,4162,NOTABLE_MEMBERS,763
23305,4162,NOTABLE_MEMBERS,2411
23306,4162,NOTABLE_MEMBERS,4664
23307,4162,NOTABLE_MEMBERS,4745
23308,4162,NOTABLE_MEMBERS,5588
23309,4162,NOTABLE_MEMBERS,8569
23310,4163,FIRST_APPEARANCE,7798
23311,4163,FIRST_APPEARANCE,24
23312,4163,HOMELAND,3766
23313,4163,HOMETOWN,3776
23314,4163,RACE,3745
23315,4164,FIRST_APPEARANCE,7789
23316,4164,FIRST_APPEARANCE,21
23317,4164,FOUNDED_IN,8478
23318,4164,LEADER,3942
23319,4164,MEMBERS,3968
23320,4164,MEMBERS,3990
23321,4164,MEMBERS,4026
23322,4165,FIRST_APPEARANCE,7701
23323,4165,FIRST_APPEARANCE,35
23324,4165,HOMELAND,3766
23325,4165,HOMETOWN,6959
23326,4165,RACE,3745
23327,4166,FIRST_APPEARANCE,7701
23328,4166,FIRST_APPEARANCE,35
23329,4166,HOMELAND,3766
23330,4166,RACE,3745
23331,4167,FIRST_APPEARANCE,7767
23332,4167,FIRST_APPEARANCE,29
23333,4167,HOMELAND,7845
23334,4167,HOMETOWN,6000
23335,4167,KINDRED,5996
23336,4167,RACE,3745
23337,4168,FIRST_APPEARANCE,7701
23338,4168,FIRST_APPEARANCE,35
23339,4168,COUNTRY,3766
23340,4168,REGION,4392
23341,4168,INHABITANTS,4278
23342,4169,FIRST_APPEARANCE,7760
23343,4169,FIRST_APPEARANCE,25
23344,4169,FOUND,3926
23345,4169,USE,3926
23346,4170,FIRST_APPEARANCE,7701
23347,4170,FIRST_APPEARANCE,35
23348,4170,COUNTRY,3766
23349,4170,REGION,3787
23350,4171,FIRST_APPEARANCE,8636
23351,4171,FIRST_APPEARANCE,6
23352,4171,LOCATION,3341
23353,4171,EFFECTIVE_WEAPON,7464
23354,4172,FIRST_APPEARANCE,7798
23355,4172,FIRST_APPEARANCE,24
23356,4172,HOMELAND,3766
23357,4172,KINDRED,4665
23358,4172,RACE,778
23359,4172,AFFILIATION,778
23360,4172,AFFILIATION,610
23361,4172,AFFILIATION,8611
23362,4172,AFFILIATION,2898
23363,4172,AFFILIATION,2883
23364,4172,AFFILIATION,4550
23365,4173,FIRST_APPEARANCE,7782
23366,4173,FIRST_APPEARANCE,23
23367,4173,TITLE,4197
23368,4173,HOMELAND,3766
23369,4173,KINDRED,5974
23370,4173,KINDRED,4182
23371,4173,RACE,3745
23372,4173,AFFILIATION,6398
23373,4174,FIRST_APPEARANCE,7789
23374,4174,FIRST_APPEARANCE,21
23375,4174,APPEARANCES,7789
23376,4174,APPEARANCES,3801
23377,4174,APPEARANCES,3802
23378,4174,FOUND,1843
23379,4174,USE,4197
23380,4174,USE,1844
23381,4174,USE,4946
23382,4175,FIRST_APPEARANCE,7789
23383,4175,FIRST_APPEARANCE,21
23384,4175,APPEARANCES,7789
23385,4175,APPEARANCES,3801
23386,4175,APPEARANCES,3802
23387,4175,FOUND,1843
23388,4175,USE,4197
23389,4175,USE,1844
23390,4175,USE,4946
23391,4176,FIRST_APPEARANCE,2786
23392,4176,FIRST_APPEARANCE,24
23393,4176,HOMELAND,7873
23394,4176,HOMETOWN,5282
23395,4176,KINDRED,4855
23396,4176,RACE,8554
23397,4177,FIRST_APPEARANCE,3801
23398,4177,FIRST_APPEARANCE,32
23399,4177,APPEARANCES,3802
23400,4177,APPEARANCES,34
23401,4177,FOUND,4180
23402,4177,FOUND,4179
23403,4177,FOUND,4180
23404,4177,USE,4946
23405,4178,FIRST_APPEARANCE,3801
23406,4178,FIRST_APPEARANCE,32
23407,4178,APPEARANCES,3802
23408,4178,APPEARANCES,34
23409,4179,FIRST_APPEARANCE,7736
23410,4179,FIRST_APPEARANCE,16
23411,4179,LOCATION,2115
23412,4179,EFFECTIVE_WEAPON,626
23413,4179,EFFECTIVE_WEAPON,4258
23414,4179,EFFECTIVE_WEAPON,1990
23415,4179,EFFECTIVE_WEAPON,2890
23416,4179,SPOILS,3520
23417,4179,SPOILS,7205
23418,4179,SPOILS,4946
23419,4179,SPOILS,2610
23420,4180,FIRST_APPEARANCE,3801
23421,4180,FIRST_APPEARANCE,32
23422,4180,APPEARANCES,3802
23423,4180,APPEARANCES,34
23424,4180,LOCATION,3787
23425,4180,LOCATION,2324
23426,4180,LOCATION,4336
23427,4180,LOCATION,2956
23428,4180,WEAPON,2610
23429,4180,WEAPON,4177
23430,4180,EFFECTIVE_WEAPON,654
23431,4180,EFFECTIVE_WEAPON,2696
23432,4180,EFFECTIVE_WEAPON,4560
23433,4180,SPOILS,4177
23434,4180,SPOILS,4178
23435,4180,SPOILS,2610
23436,4181,FIRST_APPEARANCE,7701
23437,4181,FIRST_APPEARANCE,35
23438,4181,TITLE,4192
23439,4181,HOMELAND,3766
23440,4181,HOMETOWN,8662
23441,4181,KINDRED,5134
23442,4181,KINDRED,5960
23443,4181,RACE,8670
23444,4181,AFFILIATION,6398
23445,4182,FIRST_APPEARANCE,7782
23446,4182,FIRST_APPEARANCE,23
23447,4182,TITLE,4197
23448,4182,HOMELAND,3766
23449,4182,KINDRED,4173
23450,4182,KINDRED,5974
23451,4182,RACE,2993
23452,4182,RACE,3745
23453,4182,AFFILIATION,6398
23454,4183,FIRST_APPEARANCE,4551
23455,4183,FIRST_APPEARANCE,11
23456,4183,APPEARS_IN,4551
23457,4183,APPEARS_IN,8645
23458,4183,TITLE,4197
23459,4183,HOMELAND,3766
23460,4183,KINDRED,5974
23461,4183,KINDRED,2213
23462,4183,RACE,3745
23463,4183,AFFILIATION,6398
23464,4184,FIRST_APPEARANCE,7720
23465,4184,FIRST_APPEARANCE,11
23466,4184,LOCATION,5174
23467,4184,WEAPON,271
23468,4184,EFFECTIVE_WEAPON,7464
23469,4184,SPOILS,707
23470,4185,FIRST_APPEARANCE,7760
23471,4185,FIRST_APPEARANCE,25
23472,4185,HOMELAND,8541
23473,4185,HOMETOWN,1664
23474,4185,RACE,2993
23475,4185,RACE,3745
23476,4186,FIRST_APPEARANCE,7807
23477,4186,HOMELAND,3766
23478,4186,KINDRED,7224
23479,4186,RACE,2472
23480,4187,FIRST_APPEARANCE,7701
23481,4187,FIRST_APPEARANCE,35
23482,4187,FOUND,3770
23483,4188,FIRST_APPEARANCE,7701
23484,4188,FIRST_APPEARANCE,35
23485,4188,TITLE,4197
23486,4188,HOMELAND,3766
23487,4188,HOMETOWN,3770
23488,4188,KINDRED,8626
23489,4188,KINDRED,5974
23490,4188,RACE,3745
23491,4188,ALTERNATE_FORM,5559
23492,4188,AFFILIATION,6398
23493,4188,AFFILIATION,4226
23494,4188,AFFILIATION,3812
23495,4188,AFFILIATION,6818
23496,4188,AFFILIATION,1554
23497,4188,AFFILIATION,4181
23498,4189,FIRST_APPEARANCE,7795
23499,4189,FIRST_APPEARANCE,33
23500,4189,HOMELAND,3814
23501,4189,KINDRED,5969
23502,4190,FIRST_APPEARANCE,7736
23503,4190,FIRST_APPEARANCE,16
23504,4190,COUNTRY,3766
23505,4190,REGION,8662
23506,4190,POINT_OF_INTEREST,3256
23507,4190,INHABITANTS,4195
23508,4190,INHABITANTS,5968
23509,4191,FIRST_APPEARANCE,7798
23510,4191,FIRST_APPEARANCE,24
23511,4191,COUNTRY,3766
23512,4191,REGION,4053
23513,4191,INHABITANTS,5958
23514,4192,FIRST_APPEARANCE,7694
23515,4192,FIRST_APPEARANCE,10
23516,4192,APPEARS_IN,7694
23517,4192,APPEARS_IN,7736
23518,4192,APPEARS_IN,7747
23519,4192,APPEARS_IN,7798
23520,4192,APPEARS_IN,7701
23521,4192,HOMELAND,3766
23522,4192,HOMELAND,3766
23523,4192,HOMELAND,4320
23524,4192,HOMELAND,3766
23525,4192,HOMELAND,3766
23526,4192,RACE,8670
23527,4193,FIRST_APPEARANCE,7747
23528,4193,FIRST_APPEARANCE,19
23529,4193,HOMELAND,4320
23530,4193,HOMETOWN,8699
23531,4193,RACE,8670
23532,4194,FIRST_APPEARANCE,7798
23533,4194,FIRST_APPEARANCE,24
23534,4194,HOMELAND,3766
23535,4194,HOMETOWN,8662
23536,4194,KINDRED,6051
23537,4194,KINDRED,5958
23538,4194,RACE,8670
23539,4195,FIRST_APPEARANCE,7736
23540,4195,FIRST_APPEARANCE,16
23541,4195,TITLE,4192
23542,4195,HOMELAND,3766
23543,4195,HOMETOWN,8662
23544,4195,KINDRED,5968
23545,4195,KINDRED,4668
23546,4195,RACE,8670
23547,4195,AFFILIATION,6398
23548,4195,AFFILIATION,4345
23549,4195,AFFILIATION,493
23550,4195,AFFILIATION,4550
23551,4196,FIRST_APPEARANCE,3801
23552,4196,APPEARANCES,3801
23553,4196,APPEARANCES,3802
23554,4196,FOUND,8105
23555,4196,USE,5914
23556,4197,FIRST_APPEARANCE,8636
23557,4197,FIRST_APPEARANCE,6
23558,4197,APPEARS_IN,8636
23559,4197,APPEARS_IN,7694
23560,4197,APPEARS_IN,7736
23561,4197,APPEARS_IN,7789
23562,4197,APPEARS_IN,7782
23563,4197,APPEARS_IN,7701
23564,4197,HOMELAND,3766
23565,4197,HOMETOWN,3769
23566,4197,RACE,3745
23567,4198,FIRST_APPEARANCE,7694
23568,4198,FIRST_APPEARANCE,10
23569,4198,TITLE,4197
23570,4198,HOMELAND,3766
23571,4198,HOMETOWN,3769
23572,4198,KINDRED,5974
23573,4198,RACE,3745
23574,4198,AFFILIATION,6398
23575,4199,FIRST_APPEARANCE,7736
23576,4199,FIRST_APPEARANCE,16
23577,4199,TITLE,4197
23578,4199,HOMELAND,3766
23579,4199,HOMETOWN,3769
23580,4199,KINDRED,5974
23581,4199,KINDRED,1914
23582,4199,KINDRED,3875
23583,4199,RACE,3745
23584,4199,AFFILIATION,6398
23585,4199,AFFILIATION,3195
23586,4199,AFFILIATION,4195
23587,4199,AFFILIATION,8670
23588,4200,FIRST_APPEARANCE,8636
23589,4200,FIRST_APPEARANCE,6
23590,4200,TITLE,4197
23591,4200,HOMELAND,3766
23592,4200,KINDRED,5974
23593,4200,KINDRED,5961
23594,4200,RACE,3745
23595,4200,AFFILIATION,6398
23596,4201,FIRST_APPEARANCE,7789
23597,4201,FIRST_APPEARANCE,21
23598,4201,KINDRED,7621
23599,4201,KINDRED,7617
23600,4201,KINDRED,5970
23601,4201,ALTERNATE_FORM_OF,1844
23602,4201,AFFILIATION,4550
23603,4201,AFFILIATION,3305
23604,4201,AFFILIATION,3958
23605,4201,AFFILIATION,8266
23606,4201,AFFILIATION,7619
23607,4201,AFFILIATION,6398
23608,4201,AFFILIATION,3809
23609,4202,FIRST_APPEARANCE,3802
23610,4202,FIRST_APPEARANCE,34
23611,4203,FIRST_APPEARANCE,8636
23612,4203,FIRST_APPEARANCE,6
23613,4203,COUNTRY,3766
23614,4203,REGION,8422
23615,4204,FIRST_APPEARANCE,7701
23616,4204,FIRST_APPEARANCE,35
23617,4204,HOMELAND,3766
23618,4204,HOMETOWN,4712
23619,4204,RACE,3745
23620,4205,FIRST_APPEARANCE,7782
23621,4205,FIRST_APPEARANCE,23
23622,4205,FOUND,8076
23623,4206,FIRST_APPEARANCE,7782
23624,4206,FIRST_APPEARANCE,23
23625,4206,FOUND,3797
23626,4206,USE,4205
23627,4207,FIRST_APPEARANCE,7782
23628,4207,FIRST_APPEARANCE,23
23629,4207,FOUND,8076
23630,4208,FIRST_APPEARANCE,7701
23631,4208,FIRST_APPEARANCE,35
23632,4208,HOMELAND,3766
23633,4208,HOMETOWN,8533
23634,4208,RACE,3745
23635,4209,FIRST_APPEARANCE,7701
23636,4209,FIRST_APPEARANCE,35
23637,4209,COUNTRY,3766
23638,4209,REGION,2275
23639,4210,FIRST_APPEARANCE,7701
23640,4210,FIRST_APPEARANCE,35
23641,4210,FOUND,3555
23642,4210,FOUND,6721
23643,4210,FOUND,7497
23644,4210,USE,6268
23645,4210,USE,6842
23646,4210,USE,271
23647,4211,FIRST_APPEARANCE,7782
23648,4211,FIRST_APPEARANCE,23
23649,4211,HOMELAND,3766
23650,4211,HOMETOWN,3797
23651,4211,RACE,3745
23652,4212,FIRST_APPEARANCE,7727
23653,4212,FIRST_APPEARANCE,18
23654,4212,COUNTRY,7604
23655,4212,REGION,7316
23656,4212,POINT_OF_INTEREST,8076
23657,4212,INHABITANTS,4555
23658,4212,INHABITANTS,4550
23659,4213,FIRST_APPEARANCE,7701
23660,4213,FOUND,7590
23661,4213,FOUND,3787
23662,4213,FOUND,2510
23663,4213,FOUND,4619
23664,4213,FOUND,5171
23665,4213,FOUND,7260
23666,4213,USE,4226
23667,4213,USE,709
23668,4214,FIRST_APPEARANCE,7701
23669,4214,FIRST_APPEARANCE,35
23670,4214,FOUND,5306
23671,4214,USE,4226
23672,4214,USE,740
23673,4214,USE,3693
23674,4215,FIRST_APPEARANCE,7701
23675,4215,FOUND,1535
23676,4215,FOUND,2956
23677,4215,FOUND,7497
23678,4215,FOUND,610
23679,4215,FOUND,4619
23680,4215,FOUND,5171
23681,4215,USE,4226
23682,4215,USE,7464
23683,4215,USE,5914
23684,4215,USE,380
23685,4216,FIRST_APPEARANCE,7701
23686,4216,FOUND,4619
23687,4216,FOUND,5095
23688,4216,FOUND,2956
23689,4216,FOUND,7497
23690,4216,USE,4226
23691,4216,USE,7464
23692,4217,FIRST_APPEARANCE,7789
23693,4217,FIRST_APPEARANCE,21
23694,4217,FOUND,1900
23695,4217,USE,3738
23696,4217,USE,434
23697,4218,FIRST_APPEARANCE,7701
23698,4218,FOUND,2956
23699,4218,FOUND,3777
23700,4218,FOUND,7497
23701,4218,USE,4226
23702,4218,USE,7140
23703,4218,USE,5914
23704,4219,FIRST_APPEARANCE,7701
23705,4219,FIRST_APPEARANCE,35
23706,4219,FOUND,5306
23707,4219,USE,4226
23708,4219,USE,6517
23709,4219,USE,3693
23710,4220,FIRST_APPEARANCE,7701
23711,4220,FOUND,1533
23712,4220,FOUND,2326
23713,4220,FOUND,3555
23714,4220,USE,4226
23715,4220,USE,6842
23716,4221,FIRST_APPEARANCE,3801
23717,4221,FIRST_APPEARANCE,32
23718,4221,APPEARANCES,3802
23719,4221,APPEARANCES,34
23720,4221,FOUND,3760
23721,4221,USE,5914
23722,4223,FIRST_APPEARANCE,7767
23723,4223,FIRST_APPEARANCE,29
23724,4223,APPEARS_IN,7767
23725,4223,APPEARS_IN,3801
23726,4223,APPEARS_IN,3802
23727,4223,COUNTRY,7845
23728,4223,REGION,6984
23729,4223,INHABITANTS,1527
23730,4223,INHABITANTS,2668
23731,4223,INHABITANTS,3389
23732,4223,INHABITANTS,4080
23733,4223,INHABITANTS,4550
23734,4223,INHABITANTS,5825
23735,4223,INHABITANTS,7363
23736,4223,INHABITANTS,5974
23737,4223,INHABITANTS,3702
23738,4223,INHABITANTS,5650
23739,4223,INHABITANTS,2855
23740,4223,INHABITANTS,3586
23741,4223,INHABITANTS,5061
23742,4223,INHABITANTS,5779
23743,4223,INHABITANTS,5588
23744,4224,FIRST_APPEARANCE,7712
23745,4224,FIRST_APPEARANCE,22
23746,4224,FOUND,386
23747,4224,USE,6413
